time_point,year,month,anomaly,unc,abs_temp
1801.11,1801,11,-0.316,1.477,5.794
1801.12,1801,12,0.897,2.181,4.547
1802.01,1802,1,1.005,1.88,3.605
1802.02,1802,2,-0.375,2.309,2.835
1802.03,1802,3,0.013,2.682,5.343
1802.04,1802,4,-0.599,1.214,7.751
1802.05,1802,5,-0.807,1.163,10.563
1802.06,1802,6,1.008,0.936,14.538
1802.07,1802,7,0.279,1.472,14.679
1802.08,1802,8,0.208,1.801,14.118
1802.09,1802,9,-0.234,2.356,11.876
1802.1,1802,10,0.575,2.115,9.835
1802.11,1802,11,-0.485,1.723,5.625
1802.12,1802,12,-0.66,2.321,2.99
1803.01,1803,1,-1.847,2.021,0.753
1803.02,1803,2,-1.783,2.235,1.427
1803.03,1803,3,-0.338,1.999,4.992
1803.04,1803,4,1.017,1.453,9.367
1803.05,1803,5,0.458,1.275,11.828
1803.06,1803,6,0.313,0.911,13.843
1803.07,1803,7,0.787,0.979,15.187
1803.08,1803,8,1.515,1.1,15.425
1803.09,1803,9,0.285,1.264,12.395
1803.1,1803,10,-0.118,1.911,9.142
1803.11,1803,11,-0.107,2.071,6.003
1803.12,1803,12,-1.261,1.69,2.389
1804.01,1804,1,-0.157,2.747,2.443
1804.02,1804,2,-1.261,2.171,1.949
1804.03,1804,3,-0.9,2.475,4.43
1804.04,1804,4,1.716,1.934,10.066
1804.05,1804,5,0.776,1.124,12.146
1804.06,1804,6,0.309,1.298,13.839
1804.07,1804,7,1.406,0.965,15.806
1804.08,1804,8,0.659,0.976,14.569
1804.09,1804,9,0.393,2.652,12.503
1804.1,1804,10,0.015,1.805,9.275
1804.11,1804,11,0.967,3.167,7.077
1804.12,1804,12,-1.414,2.643,2.236
1805.01,1805,1,0.118,2.192,2.718
1805.02,1805,2,-0.655,2.146,2.555
1805.03,1805,3,0.453,1.35,5.783
1805.04,1805,4,-0.206,1.55,8.144
1805.05,1805,5,-0.241,1.074,11.129
1805.06,1805,6,0.519,1.562,14.049
1805.07,1805,7,0.302,1.172,14.702
1805.08,1805,8,1.338,1.03,15.248
1805.09,1805,9,-0.085,2.162,12.025
1805.1,1805,10,-1.536,1.336,7.724
1805.11,1805,11,-1.506,1.954,4.604
1805.12,1805,12,0.529,1.934,4.179
1806.01,1806,1,0.204,2.057,2.804
1806.02,1806,2,-0.363,2.444,2.847
1806.03,1806,3,-0.654,1.854,4.676
1806.04,1806,4,-0.368,2.264,7.982
1806.05,1806,5,0.164,1.265,11.534
1806.06,1806,6,-1.087,0.938,12.443
1806.07,1806,7,-0.458,1.097,13.942
1806.08,1806,8,0.676,1.104,14.586
1806.09,1806,9,0.402,1.962,12.512
1806.1,1806,10,-0.831,1.188,8.429
1806.11,1806,11,-0.835,1.614,5.275
1806.12,1806,12,0.36,1.597,4.01
1807.01,1807,1,-1.587,2.518,1.013
1807.02,1807,2,0.197,2.737,3.407
1807.03,1807,3,-0.569,2.568,4.761
1807.04,1807,4,-1.391,1.364,6.959
1807.05,1807,5,-2.012,1.078,9.358
1807.06,1807,6,-0.221,0.933,13.309
1807.07,1807,7,-0.245,1.869,14.155
1807.08,1807,8,-0.108,1.239,13.802
1807.09,1807,9,0.465,1.135,12.575
1807.1,1807,10,-0.373,1.208,8.887
1807.11,1807,11,-0.077,1.57,6.033
1807.12,1807,12,0.757,1.319,4.407
1808.01,1808,1,-1.442,3.066,1.158
1808.02,1808,2,-1.145,1.908,2.065
1808.03,1808,3,-1.062,3.184,4.268
1808.04,1808,4,-0.921,1.787,7.429
1808.05,1808,5,-2.003,2,9.367
1808.06,1808,6,-0.157,1.236,13.373
1808.07,1808,7,0.06,1.443,14.46
1808.08,1808,8,-0.902,1.336,13.008
1808.09,1808,9,0.558,2.068,12.668
1808.1,1808,10,-1.389,1.812,7.871
1808.11,1808,11,-1.651,2.168,4.459
1808.12,1808,12,-2.799,1.711,0.851
1809.01,1809,1,-2.464,2.088,0.136
1809.02,1809,2,-2.411,3.357,0.799
1809.03,1809,3,-1.943,2.144,3.387
1809.04,1809,4,-0.495,2.138,7.855
1809.05,1809,5,-2.067,1.104,9.303
1809.06,1809,6,-0.564,1.189,12.966
1809.07,1809,7,-1.767,2.629,12.633
1809.08,1809,8,-1.014,1.577,12.896
1809.09,1809,9,-1.2,1.551,10.91
1809.1,1809,10,-0.629,2.981,8.631
1809.11,1809,11,-3.032,2.139,3.078
1809.12,1809,12,-1.648,1.788,2.002
1810.01,1810,1,-1.688,2.477,0.912
1810.02,1810,2,-0.795,2.998,2.415
1810.03,1810,3,-0.267,3.535,5.063
1810.04,1810,4,-1.741,2.029,6.609
1810.05,1810,5,-2.278,1.675,9.092
1810.06,1810,6,-1.621,1.896,11.909
1810.07,1810,7,-1.849,1.818,12.551
1810.08,1810,8,-1.842,1.347,12.068
1810.09,1810,9,-2.566,1.602,9.544
1810.1,1810,10,-2.658,1.552,6.602
1810.11,1810,11,-2.247,1.939,3.863
1810.12,1810,12,-0.949,2.46,2.701
1811.01,1811,1,-1.371,2.038,1.229
1811.02,1811,2,-2.78,3.363,0.43
1811.03,1811,3,-1.985,3.555,3.345
1811.04,1811,4,-1.982,1.794,6.368
1811.05,1811,5,-1.888,1.796,9.482
1811.06,1811,6,-1.404,1.637,12.126
1811.07,1811,7,-2.392,1.99,12.008
1811.08,1811,8,-0.564,0.898,13.346
1811.09,1811,9,-1.733,1.137,10.377
1811.1,1811,10,-2.691,3.228,6.569
1811.11,1811,11,-2.563,1.707,3.547
1811.12,1811,12,-0.439,2.293,3.211
1812.01,1812,1,-1.762,1.736,0.838
1812.02,1812,2,-3.074,4.155,0.136
1812.03,1812,3,-3.268,3.437,2.062
1812.04,1812,4,-1.372,3.376,6.978
1812.05,1812,5,-1.76,1.25,9.61
1812.06,1812,6,-1.517,0.992,12.013
1812.07,1812,7,-0.058,0.939,14.342
1812.08,1812,8,1.151,1.831,15.061
1812.09,1812,9,-1.888,1.248,10.222
1812.1,1812,10,-1.65,1.601,7.61
1812.11,1812,11,-1.713,2.47,4.397
1812.12,1812,12,-2.28,2.862,1.37
1813.01,1813,1,-3.917,1.922,-1.317
1813.02,1813,2,-1.013,1.76,2.197
1813.03,1813,3,-3.72,2.494,1.61
1813.04,1813,4,-0.128,2.078,8.222
1813.05,1813,5,0.056,3.712,11.426
1813.06,1813,6,-0.296,0.836,13.234
1813.07,1813,7,0.098,1.484,14.498
1813.08,1813,8,-0.772,0.642,13.138
1813.09,1813,9,0.278,1.095,12.388
1813.1,1813,10,-0.585,1.322,8.675
1813.11,1813,11,0.715,1.718,6.825
1813.12,1813,12,-1.454,2.149,2.196
1814.01,1814,1,-1.1,2.696,1.5
1814.02,1814,2,-1.581,2.391,1.629
1814.03,1814,3,-2.662,2.69,2.668
1814.04,1814,4,-1.108,1.512,7.242
1814.05,1814,5,-1.875,2.158,9.495
1814.06,1814,6,-0.714,1.011,12.816
1814.07,1814,7,-1.794,2.204,12.606
1814.08,1814,8,-1.115,1.553,12.795
1814.09,1814,9,-1.432,1.225,10.678
1814.1,1814,10,-1.924,2.103,7.336
1814.11,1814,11,0.645,3.295,6.755
1814.12,1814,12,2.157,3.32,5.807
1815.01,1815,1,-0.59,1.91,2.01
1815.02,1815,2,-1.021,4.189,2.189
1815.03,1815,3,-1.656,2.466,3.674
1815.04,1815,4,-1.724,1.913,6.626
1815.05,1815,5,-1.546,1.406,9.824
1815.06,1815,6,-2.414,1.241,11.116
1815.07,1815,7,-0.013,1.721,14.387
1815.08,1815,8,-0.648,1.62,13.262
1815.09,1815,9,-0.937,1.411,11.173
1815.1,1815,10,-2.153,2.598,7.107
1815.11,1815,11,-1.96,1.424,4.15
1815.12,1815,12,-2.401,2.182,1.249
1816.01,1816,1,0.039,3.194,2.639
1816.02,1816,2,-2.649,2.245,0.561
1816.03,1816,3,-1.402,2.303,3.928
1816.04,1816,4,-0.72,2.265,7.63
1816.05,1816,5,-0.731,1.566,10.639
1816.06,1816,6,-1.737,1.219,11.793
1816.07,1816,7,-2.124,1.309,12.276
1816.08,1816,8,-1.238,1.095,12.672
1816.09,1816,9,-1.606,1.137,10.504
1816.1,1816,10,-3.519,3.716,5.741
1816.11,1816,11,-1.98,4.709,4.13
1816.12,1816,12,-2.628,2.053,1.022
1817.01,1817,1,-1.045,2.392,1.555
1817.02,1817,2,0.399,2.061,3.609
1817.03,1817,3,-0.777,2.333,4.553
1817.04,1817,4,-0.424,1.83,7.926
1817.05,1817,5,-1.817,1.251,9.553
1817.06,1817,6,-2.202,0.997,11.328
1817.07,1817,7,-2.269,0.95,12.131
1817.08,1817,8,-0.422,1.239,13.488
1817.09,1817,9,-3.142,1.599,8.968
1817.1,1817,10,-2.971,1.638,6.289
1817.11,1817,11,-1.378,1.648,4.732
1817.12,1817,12,-3.385,2.11,0.265
1818.01,1818,1,-1.359,2.154,1.241
1818.02,1818,2,-2.435,1.914,0.775
1818.03,1818,3,0.285,1.68,5.615
1818.04,1818,4,1.522,2.633,9.872
1818.05,1818,5,-0.018,1.734,11.352
1818.06,1818,6,0.337,2.292,13.867
1818.07,1818,7,-0.771,1.409,13.629
1818.08,1818,8,-0.633,0.951,13.277
1818.09,1818,9,-1.315,1.708,10.795
1818.1,1818,10,-2.503,1.604,6.757
1818.11,1818,11,-0.936,2.415,5.174
1818.12,1818,12,-1.121,1.48,2.529
1819.01,1819,1,-1.507,1.997,1.093
1819.02,1819,2,-0.868,1.834,2.342
1819.03,1819,3,-2.343,3.226,2.987
1819.04,1819,4,-1.269,1.226,7.081
1819.05,1819,5,-1.311,1.465,10.059
1819.06,1819,6,-0.956,1.618,12.574
1819.07,1819,7,-1.342,1.076,13.058
1819.08,1819,8,-1.303,0.987,12.607
1819.09,1819,9,-1.157,0.931,10.953
1819.1,1819,10,0.079,1.43,9.339
1819.11,1819,11,-0.916,1.617,5.194
1819.12,1819,12,-1.675,2.106,1.975
1820.01,1820,1,-1.126,2.057,1.474
1820.02,1820,2,-0.984,2.087,2.226
1820.03,1820,3,-0.701,2.254,4.629
1820.04,1820,4,0.463,1.227,8.813
1820.05,1820,5,0.393,1.279,11.763
1820.06,1820,6,-0.196,0.769,13.334
1820.07,1820,7,-1.068,1.559,13.332
1820.08,1820,8,-1.897,0.757,12.013
1820.09,1820,9,-0.851,1.186,11.259
1820.1,1820,10,-1.631,1.266,7.629
1820.11,1820,11,-1.633,1.003,4.477
1820.12,1820,12,-2.274,1.157,1.376
1821.01,1821,1,0.425,2.18,3.025
1821.02,1821,2,0.529,2.582,3.739
1821.03,1821,3,0.105,1.297,5.435
1821.04,1821,4,-0.624,1.03,7.726
1821.05,1821,5,-0.056,1.057,11.314
1821.06,1821,6,-0.886,1.831,12.644
1821.07,1821,7,-1.353,1.013,13.047
1821.08,1821,8,-0.737,1.071,13.173
1821.09,1821,9,-1.918,0.835,10.192
1821.1,1821,10,-0.725,1.024,8.535
1821.11,1821,11,-0.485,2.156,5.625
1821.12,1821,12,-0.879,1.381,2.771
1822.01,1822,1,0.131,2.515,2.731
1822.02,1822,2,1.203,1.926,4.413
1822.03,1822,3,2.402,1.811,7.732
1822.04,1822,4,-0.107,1.568,8.243
1822.05,1822,5,-0.879,0.835,10.491
1822.06,1822,6,-0.463,0.72,13.067
1822.07,1822,7,-0.196,0.962,14.204
1822.08,1822,8,-0.692,1.141,13.218
1822.09,1822,9,-1.41,1.007,10.7
1822.1,1822,10,-1.488,1.191,7.772
1822.11,1822,11,-1.607,1.423,4.503
1822.12,1822,12,-2.643,1.613,1.007
1823.01,1823,1,-0.886,1.651,1.714
1823.02,1823,2,-1.284,1.766,1.926
1823.03,1823,3,-0.322,1.251,5.008
1823.04,1823,4,-0.736,1.685,7.614
1823.05,1823,5,-0.839,1.086,10.531
1823.06,1823,6,0.416,1.281,13.946
1823.07,1823,7,-0.214,0.766,14.186
1823.08,1823,8,-0.804,0.894,13.106
1823.09,1823,9,-1.915,1.156,10.195
1823.1,1823,10,-1.625,1.24,7.635
1823.11,1823,11,-1.611,1.737,4.499
1823.12,1823,12,-1.709,1.351,1.941
1824.01,1824,1,-0.003,1.459,2.597
1824.02,1824,2,-0.604,1.85,2.606
1824.03,1824,3,-0.028,1.507,5.302
1824.04,1824,4,0,1.492,8.35
1824.05,1824,5,-0.254,1.067,11.116
1824.06,1824,6,-0.107,1.413,13.423
1824.07,1824,7,0.415,1.795,14.815
1824.08,1824,8,-0.471,1.073,13.439
1824.09,1824,9,-0.569,1.064,11.541
1824.1,1824,10,-1.077,0.954,8.183
1824.11,1824,11,-0.244,1.185,5.866
1824.12,1824,12,1.408,1.901,5.058
1825.01,1825,1,0.562,1.892,3.162
1825.02,1825,2,-0.178,1.483,3.032
1825.03,1825,3,-0.034,1.519,5.296
1825.04,1825,4,0.617,1.582,8.967
1825.05,1825,5,-0.613,1.013,10.757
1825.06,1825,6,0.253,0.824,13.783
1825.07,1825,7,-0.382,1.646,14.018
1825.08,1825,8,-0.645,1.459,13.265
1825.09,1825,9,-0.959,1.329,11.151
1825.1,1825,10,-1.304,1.253,7.956
1825.11,1825,11,-0.08,1.595,6.03
1825.12,1825,12,-0.645,1.366,3.005
1826.01,1826,1,-0.753,1.66,1.847
1826.02,1826,2,-1.725,1.963,1.485
1826.03,1826,3,-0.485,1.521,4.845
1826.04,1826,4,0.03,2.013,8.38
1826.05,1826,5,0.449,0.759,11.819
1826.06,1826,6,-0.496,1.231,13.034
1826.07,1826,7,0.075,0.826,14.475
1826.08,1826,8,-0.815,0.925,13.095
1826.09,1826,9,-0.921,1.158,11.189
1826.1,1826,10,-0.812,1.459,8.448
1826.11,1826,11,0.492,1.052,6.602
1826.12,1826,12,1.188,1.761,4.838
1827.01,1827,1,0.935,2.352,3.535
1827.02,1827,2,1.123,1.725,4.333
1827.03,1827,3,0.763,1.422,6.093
1827.04,1827,4,1.063,2.206,9.413
1827.05,1827,5,0.419,1.308,11.789
1827.06,1827,6,0.026,1.138,13.556
1827.07,1827,7,0.282,0.729,14.682
1827.08,1827,8,-0.214,1.045,13.696
1827.09,1827,9,-1.227,0.77,10.883
1827.1,1827,10,-0.772,0.987,8.488
1827.11,1827,11,0.148,1.063,6.258
1827.12,1827,12,-0.961,2.163,2.689
1828.01,1828,1,-2.052,2.166,0.548
1828.02,1828,2,-1.413,2.124,1.797
1828.03,1828,3,0.346,1.843,5.676
1828.04,1828,4,0.344,1.966,8.694
1828.05,1828,5,-0.096,1.388,11.274
1828.06,1828,6,0.603,1.211,14.133
1828.07,1828,7,0.25,1.264,14.65
1828.08,1828,8,-0.275,1.261,13.635
1828.09,1828,9,-2.024,0.887,10.086
1828.1,1828,10,-0.629,1.055,8.631
1828.11,1828,11,-0.197,1.051,5.913
1828.12,1828,12,-0.753,1.544,2.897
1829.01,1829,1,-0.62,1.73,1.98
1829.02,1829,2,-1.523,2.147,1.687
1829.03,1829,3,-0.333,1.287,4.997
1829.04,1829,4,-0.565,0.998,7.785
1829.05,1829,5,-0.029,1.278,11.341
1829.06,1829,6,-0.667,1.367,12.863
1829.07,1829,7,0.026,0.971,14.426
1829.08,1829,8,-0.511,1.148,13.399
1829.09,1829,9,-1.501,0.858,10.609
1829.1,1829,10,-0.466,1.235,8.794
1829.11,1829,11,-1.154,1.183,4.956
1829.12,1829,12,-1.179,2.007,2.471
1830.01,1830,1,0.342,2.105,2.942
1830.02,1830,2,0.843,1.877,4.053
1830.03,1830,3,-0.919,1.254,4.411
1830.04,1830,4,0.462,0.994,8.812
1830.05,1830,5,-1.155,1.122,10.215
1830.06,1830,6,-0.685,1.507,12.845
1830.07,1830,7,0.554,1.423,14.954
1830.08,1830,8,-0.509,1.238,13.401
1830.09,1830,9,-1.563,1.047,10.547
1830.1,1830,10,-1.291,1.267,7.969
1830.11,1830,11,1.348,1.767,7.458
1830.12,1830,12,0.817,1.42,4.467
1831.01,1831,1,-0.437,2.178,2.163
1831.02,1831,2,-0.773,3.133,2.437
1831.03,1831,3,-0.819,1.736,4.511
1831.04,1831,4,-0.654,0.925,7.696
1831.05,1831,5,-0.379,1.493,10.991
1831.06,1831,6,-0.333,1.644,13.197
1831.07,1831,7,-0.814,1.217,13.586
1831.08,1831,8,-1.404,0.917,12.506
1831.09,1831,9,-2.153,0.737,9.957
1831.1,1831,10,-1.437,1.357,7.823
1831.11,1831,11,-1.738,1.566,4.372
1831.12,1831,12,-1.408,1.822,2.242
1832.01,1832,1,-0.925,1.987,1.675
1832.02,1832,2,-1.437,2.118,1.773
1832.03,1832,3,-0.823,1.7,4.507
1832.04,1832,4,-0.439,1.278,7.911
1832.05,1832,5,-0.944,0.992,10.426
1832.06,1832,6,-0.76,1.145,12.77
1832.07,1832,7,-0.699,1.611,13.701
1832.08,1832,8,-1.858,1.394,12.052
1832.09,1832,9,-1.794,1.003,10.316
1832.1,1832,10,-0.746,1.244,8.514
1832.11,1832,11,-1.925,1.904,4.185
1832.12,1832,12,-2.952,2.532,0.698
1833.01,1833,1,-0.669,2.138,1.931
1833.02,1833,2,-0.511,1.771,2.699
1833.03,1833,3,-0.942,1.449,4.388
1833.04,1833,4,-0.569,1.059,7.781
1833.05,1833,5,-0.879,0.934,10.491
1833.06,1833,6,-0.555,0.808,12.975
1833.07,1833,7,-0.712,1.558,13.688
1833.08,1833,8,-0.806,0.949,13.104
1833.09,1833,9,-0.923,1.071,11.187
1833.1,1833,10,-1.448,1.124,7.812
1833.11,1833,11,0.415,1.889,6.525
1833.12,1833,12,-1.147,2.224,2.503
1834.01,1834,1,-2.418,2.331,0.182
1834.02,1834,2,-1.102,1.796,2.108
1834.03,1834,3,0.189,1.262,5.519
1834.04,1834,4,-0.497,1.258,7.853
1834.05,1834,5,-0.257,0.691,11.113
1834.06,1834,6,-0.795,0.921,12.735
1834.07,1834,7,-0.284,0.922,14.116
1834.08,1834,8,-0.619,1.051,13.291
1834.09,1834,9,-0.651,1.135,11.459
1834.1,1834,10,-0.7,0.664,8.56
1834.11,1834,11,0.186,1.457,6.296
1834.12,1834,12,-0.617,1.772,3.033
1835.01,1835,1,-0.2,2.223,2.4
1835.02,1835,2,-0.421,2.102,2.789
1835.03,1835,3,-1.004,1.599,4.326
1835.04,1835,4,-0.716,0.936,7.634
1835.05,1835,5,-1.295,0.839,10.075
1835.06,1835,6,-1.551,1.222,11.979
1835.07,1835,7,-1.372,1.055,13.028
1835.08,1835,8,-1.711,0.829,12.199
1835.09,1835,9,-2.291,0.762,9.819
1835.1,1835,10,-1.504,0.987,7.756
1835.11,1835,11,-1.84,1.501,4.27
1835.12,1835,12,-2.508,1.701,1.142
1836.01,1836,1,-1.035,1.718,1.565
1836.02,1836,2,-1.017,1.511,2.193
1836.03,1836,3,-0.09,1.258,5.24
1836.04,1836,4,-1.182,1.104,7.168
1836.05,1836,5,-1.221,0.926,10.149
1836.06,1836,6,-0.984,0.714,12.546
1836.07,1836,7,-0.839,1.126,13.561
1836.08,1836,8,-1.16,1.469,12.75
1836.09,1836,9,-1.419,1.069,10.691
1836.1,1836,10,-0.557,1.732,8.703
1836.11,1836,11,-2.339,2.084,3.771
1836.12,1836,12,-0.853,1.399,2.797
1837.01,1837,1,-0.793,2.033,1.807
1837.02,1837,2,-0.755,2.459,2.455
1837.03,1837,3,-1.588,1.284,3.742
1837.04,1837,4,-1.966,1.088,6.384
1837.05,1837,5,-1.486,1.235,9.884
1837.06,1837,6,-1.47,0.673,12.06
1837.07,1837,7,-0.914,0.977,13.486
1837.08,1837,8,-0.955,0.983,12.955
1837.09,1837,9,-1.38,0.662,10.73
1837.1,1837,10,-1.67,1.351,7.59
1837.11,1837,11,-2,1.673,4.11
1837.12,1837,12,-1.444,2.423,2.206
1838.01,1838,1,-3.254,2.025,-0.654
1838.02,1838,2,-1.789,1.547,1.421
1838.03,1838,3,-1.701,1.814,3.629
1838.04,1838,4,-1.087,1.292,7.263
1838.05,1838,5,-1.459,0.685,9.911
1838.06,1838,6,-0.806,0.784,12.724
1838.07,1838,7,-0.078,1.08,14.322
1838.08,1838,8,-0.309,1.047,13.601
1838.09,1838,9,-1.078,1.028,11.032
1838.1,1838,10,-0.774,1.516,8.486
1838.11,1838,11,-0.977,1.629,5.133
1838.12,1838,12,-1.077,1.48,2.573
1839.01,1839,1,-0.548,1.767,2.052
1839.02,1839,2,0.12,2.006,3.33
1839.03,1839,3,-2.848,1.454,2.482
1839.04,1839,4,-0.623,1.325,7.727
